acronym,structure_id,name,expression_energy,expression_density,sum_expressing_pixel_intensity,sum_expressing_pixels,sum_pixels,receptor
SCig-b,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",1.05932,0.00899558,2216010.0,18818.1,2091930.0,5-HT1a
ENTm4,712,"Entorhinal area, medial part, dorsal zone, layer 4",7.87771,0.0486162,1377380.0,8500.31,174845.0,5-HT1a
PHY,154,Perihypoglossal nuclei,0.608063,0.00500235,443082.0,3645.1,728679.0,5-HT1a
SUMm,1118,"Supramammillary nucleus, medial part",1.62044,0.012992,226422.0,1815.35,139728.0,5-HT1a
VII,661,Facial motor nucleus,0.416082,0.00368281,645949.0,5717.39,1552450.0,5-HT1a
ORBm1,484,"Orbital area, medial part, layer 1",2.56248,0.0181968,1791580.0,12722.5,699158.0,5-HT1a
MEPO,452,Median preoptic nucleus,1.95025,0.0142299,886433.0,6467.83,454523.0,5-HT1a
AUDd,1011,Dorsal auditory area,1.98528,0.0172751,3471160.0,30204.7,1748450.0,5-HT1a
AIv5,800,"Agranular insular area, ventral part, layer 5",3.18287,0.0261373,2893850.0,23763.8,909194.0,5-HT1a
PVHpm,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",0.97805,0.00799119,68258.3,557.707,69790.2,5-HT1a
PBme,899,"Parabrachial nucleus, medial division, external medial part",0.838874,0.00684667,58669.2,478.842,69938.0,5-HT1a
POR,122,"Superior olivary complex, periolivary region",0.170946,0.00153084,302114.0,2705.46,1767310.0,5-HT1a
ANcr2mo,10680,"Crus 2, molecular layer",0.262081,0.00195771,1654970.0,12362.4,6314720.0,5-HT1a
CA,375,Ammon's horn,3.43122,0.0213458,111401000.0,693032.0,32467000.0,5-HT1a
MDRNv,1107,"Medullary reticular nucleus, ventral part",1.17325,0.0095445,2005390.0,16314.1,1709270.0,5-HT1a
ORBm6a,910,"Orbital area, medial part, layer 6a",2.51946,0.0206645,289288.0,2372.72,114821.0,5-HT1a
SSp-bfd5,1070,"Primary somatosensory area, barrel field, layer 5",2.46975,0.0192713,13386500.0,104454.0,5420200.0,5-HT1a
IAM,1120,Interanteromedial nucleus of the thalamus,0.166763,0.00155755,5831.55,54.4661,34969.0,5-HT1a
ENTl2b,764,"Entorhinal area, lateral part, layer 2b",4.11638,0.0337766,1727350.0,14173.6,419628.0,5-HT1a
GU,1057,Gustatory areas,1.88145,0.0157795,8157780.0,68418.1,4335900.0,5-HT1a
VISpm,533,posteromedial visual area,1.29254,0.010275,4315030.0,34302.4,3338430.0,5-HT1a
SCsg,842,"Superior colliculus, superficial gray layer",1.49916,0.0118322,3693680.0,29152.7,2463840.0,5-HT1a
CA1sp,407,"Field CA1, pyramidal layer",6.03354,0.0383139,20696900.0,131428.0,3430300.0,5-HT1a
islm,489,Major island of Calleja,1.12663,0.00845757,113962.0,855.508,101153.0,5-HT1a
LD,155,Lateral dorsal nucleus of thalamus,0.704435,0.0055283,1345720.0,10561.0,1910350.0,5-HT1a
TMd,1126,"Tuberomammillary nucleus, dorsal part",0.431159,0.00371106,15077.2,129.772,34969.0,5-HT1a
IO,83,Inferior olivary complex,1.29439,0.0100001,1762750.0,13618.5,1361840.0,5-HT1a
NTS,651,Nucleus of the solitary tract,1.01232,0.00803741,1070130.0,8496.43,1057110.0,5-HT1a
CA2so,438,"Field CA2, stratum oriens",5.16511,0.030421,2528280.0,14890.8,489492.0,5-HT1a
ENTmv2,324,"Entorhinal area, medial part, ventral zone, layer 2",2.86996,0.0235651,702516.0,5768.33,244783.0,5-HT1a
SubG,321,Subgeniculate nucleus,0.281344,0.00232672,9838.31,81.3632,34969.0,5-HT1a
A13,796,Dopaminergic A13 group,1.22889,0.00981247,71271.4,569.089,57996.5,5-HT1a
ARH,223,Arcuate hypothalamic nucleus,0.0490461,0.000360895,32808.3,241.413,668927.0,5-HT1d
AIp2/3,163,"Agranular insular area, posterior part, layer 2/3",0.000114234,7.62869e-07,23.0787,0.154123,202030.0,5-HT1d
PBle,875,"Parabrachial nucleus, lateral division, external lateral part",0.00150667,1.01986e-05,309.967,2.09815,205730.0,5-HT1d
RSPagl2/3,965,"Retrosplenial area, lateral agranular part, layer 2/3",0.00758029,4.78336e-05,2629.96,16.5957,346947.0,5-HT1d
SO,390,Supraoptic nucleus,0.0390992,0.000273912,5448.48,38.1696,139350.0,5-HT1d
PTLp2/3,241,"Posterior parietal association areas, layer 2/3",0.000325025,2.23183e-06,291.061,1.99861,895502.0,5-HT1d
RT,262,Reticular nucleus of the thalamus,0.0210005,0.000132187,68991.1,434.264,3285220.0,5-HT1d
VCO,101,Ventral cochlear nucleus,0.193428,0.00131979,383739.0,2618.31,1983890.0,5-HT1d
MOBopl,244,"Main olfactory bulb, outer plexiform layer",0.294677,0.00209468,2425650.0,17242.5,8231550.0,5-HT1d
VISal1,1074,"Anterolateral visual area, layer 1",0.000726479,4.35371e-06,125.888,0.754435,173286.0,5-HT1d
ORBl2/3,412,"Orbital area, lateral part, layer 2/3",0.160892,0.000863673,270765.0,1453.47,1682900.0,5-HT1d
NLOT,619,Nucleus of the lateral olfactory tract,0.0396568,0.000287286,23365.6,169.268,589197.0,5-HT1d
SSp-m2/3,657,"Primary somatosensory area, mouth, layer 2/3",0.0980197,0.000711988,114727.0,833.343,1170440.0,5-HT1d
SSs,378,Supplemental somatosensory area,0.0526154,0.000350366,138212.0,920.356,2626840.0,5-HT1d
VIS,669,Visual areas,0.0986987,0.000596484,1967280.0,11889.2,19932100.0,5-HT1d
ENTm6,743,"Entorhinal area, medial part, dorsal zone, layer 6",0.0845365,0.00063623,38602.9,290.529,456641.0,5-HT1d
MD,362,Mediodorsal nucleus of thalamus,0.0206913,0.000146049,35277.7,249.007,1704960.0,5-HT1d
NTSm,691,"Nucleus of the solitary tract, medial part",0.0387554,0.000268576,28354.8,196.5,731635.0,5-HT1d
RSPv5,687,"Retrosplenial area, ventral part, layer 5",0.0867533,0.000519885,248734.0,1490.58,2867140.0,5-HT1d
SPFp,422,"Subparafascicular nucleus, parvicellular part",0.00255461,1.50671e-05,1713.13,10.104,670601.0,5-HT1d
MOBipl,228,"Main olfactory bulb, inner plexiform layer",0.336763,0.00240632,444005.0,3172.61,1318450.0,5-HT1d
CA3so,486,"Field CA3, stratum oriens",0.045244,0.000309273,152594.0,1043.09,3372700.0,5-HT1d
CA3slu,479,"Field CA3, stratum lucidum",0.0162034,0.00010767,7539.1,50.0966,465278.0,5-HT1d
AV,255,Anteroventral nucleus of thalamus,0.0472364,0.00034509,44060.3,321.887,932762.0,5-HT1d
SSp-m1,878,"Primary somatosensory area, mouth, layer 1",0.058543,0.000368634,39067.1,245.997,667322.0,5-HT1d
MOBmi,236,"Main olfactory bulb, mitral layer",0.290874,0.00207994,485035.0,3468.32,1667510.0,5-HT1d
IGL,27,Intergeniculate leaflet of the lateral geniculate complex,0.000236651,1.7137e-06,43.9661,0.31838,185785.0,5-HT1d
FRP,184,"Frontal pole, cerebral cortex",0.115465,0.000793637,164513.0,1130.76,1424780.0,5-HT1d
LA,131,Lateral amygdalar nucleus,0.0365401,0.000276328,44570.2,337.054,1219760.0,5-HT1d
RSPd2/3,434,"Retrosplenial area, dorsal part, layer 2/3",0.172051,0.00101501,262016.0,1545.76,1522890.0,5-HT1d
SSs4,1035,"Supplemental somatosensory area, layer 4",0.0774749,0.000460502,2669.77,15.8688,34459.9,5-HT1d
SSp-bfd4,1047,"Primary somatosensory area, barrel field, layer 4",0.0605099,0.000401308,81426.1,540.027,1345670.0,5-HT1d
MH,483,Medial habenula,0.00205512,1.36598e-05,2011.15,13.3676,978607.0,5-HT1d
SCiw,17,"Superior colliculus, motor related, intermediate white layer",0.00773839,4.74701e-05,13197.4,80.9579,1705450.0,5-HT1d
OP,706,Olivary pretectal nucleus,0.0114646,8.45346e-05,1566.06,11.5474,136600.0,5-HT1d
VISC,677,Visceral area,0.0185915,0.000113585,9277.0,56.6779,498992.0,5-HT1d
ORB,714,Orbital area,0.4289,0.00236776,3657030.0,20188.8,8526550.0,5-HT1d
VISp2/3,821,"Primary visual area, layer 2/3",0.055203,0.0003411,155008.0,957.795,2807960.0,5-HT1d
DMHp,676,"Dorsomedial nucleus of the hypothalamus, posterior part",0.00470742,2.75363e-05,1021.41,5.97481,216979.0,5-HT1d
MOp1,320,"Primary motor area, Layer 1",0.1516,0.00104169,490111.0,3367.71,3232930.0,5-HT1d
PBlv,891,"Parabrachial nucleus, lateral division, ventral lateral part",0.00224948,1.64981e-05,463.784,3.40147,206174.0,5-HT1d
DMH,830,Dorsomedial nucleus of the hypothalamus,0.00548429,3.24478e-05,5279.6,31.2368,962679.0,5-HT1d
AT,231,Anterior tegmental nucleus,0.0597803,0.000448812,2190.74,16.4474,36646.5,5-HT1d
VISp5,778,"Primary visual area, layer 5",0.250043,0.00145075,637773.0,3700.35,2550650.0,5-HT1d
BSTov,554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",0.000867585,5.61382e-06,90.8319,0.587739,104695.0,5-HT1d
MDm,636,"Mediodorsal nucleus of the thalamus, medial part",0.0414956,0.000294535,33665.7,238.959,811308.0,5-HT1d
BSTv,529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",0.0127769,7.15175e-05,1241.59,6.94967,97174.5,5-HT1d
DECmo,10725,"Declive (VI), molecular layer",0.152857,0.00094835,598224.0,3711.48,3913620.0,5-HT1d
VTN,757,Ventral tegmental nucleus,0.0320027,0.000242253,3451.88,26.13,107862.0,5-HT1d
V,621,Motor nucleus of trigeminal,0.0124222,0.000100643,12546.1,101.647,1009980.0,5-HT1d
MOBgr,220,"Main olfactory bulb, granule layer",0.24866,0.00176033,2185750.0,15473.5,8790140.0,5-HT1d
IC,4,Inferior colliculus,0.0253408,0.00016716,310156.0,2045.94,12239400.0,5-HT1d
MBsen,339,"Midbrain, sensory related",0.0407694,0.00027618,770411.0,5218.92,18896800.0,5-HT1d
FRP1,68,"Frontal pole, layer 1",0.116296,0.000798496,151800.0,1042.27,1305290.0,5-HT1d
IB,1129,Interbrain,0.0177747,0.000120096,1386310.0,9366.74,77993800.0,5-HT1d
SNc,374,"Substantia nigra, compact part",0.00333012,2.6349e-05,3494.82,27.6522,1049460.0,5-HT1d
AVP,263,Anteroventral preoptic nucleus,0.072048,0.000557513,11030.2,85.3525,153095.0,5-HT1d
AIp5,344,"Agranular insular area, posterior part, layer 5",0.00110231,7.66096e-06,233.344,1.62172,211687.0,5-HT1d
PL5,363,"Prelimbic area, layer 5",0.0275006,0.000165204,13609.3,81.7549,494874.0,5-HT1d
RSPagl,894,"Retrosplenial area, lateral agranular part",0.00639594,4.16055e-05,12545.7,81.6095,1961510.0,5-HT1d
CA2slm,431,"Field CA2, stratum lacunosum-moleculare",0.0116406,8.25519e-05,2505.69,17.7696,215254.0,5-HT1d
SPVOcdm,77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",0.0959604,0.00061415,19806.9,126.765,206407.0,5-HT1d
COApm,663,"Cortical amygdalar area, posterior part, medial zone",0.0194478,0.000147935,33672.7,256.14,1731440.0,5-HT1d
PGRNd,970,"Paragigantocellular reticular nucleus, dorsal part",0.0205743,0.000135787,16369.5,108.036,795627.0,5-HT1d
SBPV,347,Subparaventricular zone,0.000282101,1.58426e-06,162.385,0.911943,575628.0,5-HT1d
GPi,1031,"Globus pallidus, internal segment",0.00210463,1.32493e-05,1377.74,8.67335,654627.0,5-HT1d
PR,1077,Perireunensis nucleus,0.00136202,7.51292e-06,10.7052,0.0590498,7859.76,5-HT1d
HB,1065,Hindbrain,0.0694938,0.000475485,8429640.0,57676.6,121301000.0,5-HT1d
GU1,36,"Gustatory areas, layer 1",0.0584164,0.000405125,15684.1,108.771,268487.0,5-HT1d
PT,15,Parataenial nucleus,1.69518e-05,1.05933e-07,5.92191,0.0370063,349338.0,5-HT1d
P-mot,987,"Pons, motor related",0.0209635,0.000147565,322647.0,2271.16,15390900.0,5-HT1d
MRN,128,Midbrain reticular nucleus,0.0206246,0.000144191,211384.0,1477.83,10249100.0,5-HT1d
PAA2,416,"Piriform-amygdalar area, pyramidal layer",0.168666,0.00127396,34881.3,263.464,206807.0,5-HT1d
ACAd5,1015,"Anterior cingulate area, dorsal part, layer 5",0.0331081,0.00020435,26272.8,162.162,793547.0,5-HT1d
LZ,290,Hypothalamic lateral zone,0.0138333,9.56077e-05,225287.0,1557.06,16285900.0,5-HT1d
COPY,1033,Copula pyramidis,0.589749,0.00378462,2733860.0,17544.1,4635630.0,5-HT1d
MBmot,323,"Midbrain, motor related",0.0236471,0.000163461,1101670.0,7615.31,46587900.0,5-HT1d
IAD,1113,Interanterodorsal nucleus of the thalamus,0.000626186,5.31729e-06,46.6148,0.395831,74442.4,5-HT1d
GU5,187,"Gustatory areas, layer 5",0.325085,0.00215528,267760.0,1775.22,823660.0,5-HT1d
IPN,100,Interpeduncular nucleus,0.00925664,6.80292e-05,9629.84,70.7719,1040320.0,5-HT1d
AUDd6a,156,"Dorsal auditory area, layer 6a",0.0162834,9.69135e-05,7775.67,46.2782,477521.0,5-HT1d
PAR,843,Parasubiculum,0.141624,0.00102037,208688.0,1503.55,1473530.0,5-HT1d
CENT2,976,Lobule II,0.0325652,0.000232458,115516.0,824.58,3547220.0,5-HT1d
VENT,637,Ventral group of the dorsal thalamus,0.0109741,6.83276e-05,87911.4,547.359,8010800.0,5-HT1d
MOp6a,844,"Primary motor area, Layer 6a",0.00214249,1.70538e-05,9792.93,77.9494,4570810.0,5-HT1d
VISpm2/3,41,"posteromedial visual area, layer 2/3",0.0703772,0.000473335,63270.4,425.537,899018.0,5-HT1d
CSm,130,"Superior central nucleus raphe, medial part",0.0114238,7.49173e-05,10555.5,69.2229,923991.0,5-HT1d
PFL,1041,Paraflocculus,1.47977,0.00889122,4698590.0,28231.5,3175220.0,5-HT1d
SUB,502,Subiculum,0.0560254,0.000407531,446175.0,3245.49,7963800.0,5-HT1d
FS,998,Fundus of striatum,0.115108,0.000832779,65487.2,473.783,568918.0,5-HT1d
STRv,493,Striatum ventral region,0.0755502,0.000533884,1298330.0,9174.8,17185000.0,5-HT1d
FOTUgr,10726,"Folium-tuber vermis (VII), granular layer",0.151798,0.00107909,116125.0,825.499,764994.0,5-HT1d
AId1,996,"Agranular insular area, dorsal part, layer 1",0.118623,0.000702965,105473.0,625.037,889144.0,5-HT1d
TH,549,Thalamus,0.020251,0.000135946,865994.0,5813.48,42763100.0,5-HT1d
GENv,1014,"Geniculate group, ventral thalamus",0.0288109,0.000207378,35891.0,258.34,1245740.0,5-HT1d
PAR1,10693,"Parasubiculum, layer 1",0.156696,0.00110596,66340.4,468.232,423371.0,5-HT1d
DP5,646,"Dorsal peduncular area, layer 5",0.0274941,0.000167993,2979.53,18.2053,108370.0,5-HT1d
ORBvl5,1125,"Orbital area, ventrolateral part, layer 5",0.0406417,0.000218563,20299.1,109.164,499464.0,5-HT1d
SIM,1007,Simple lobule,0.367384,0.00226851,3204130.0,19784.7,8721460.0,5-HT1d
VISal6a,601,"Anterolateral visual area, layer 6a",0.0324043,0.000228756,15265.9,107.769,471109.0,5-HT1d
ENTl1,1121,"Entorhinal area, lateral part, layer 1",0.349284,0.00270523,83140.3,643.927,238031.0,5-HT1d
DP6a,267,"Dorsal peduncular area, layer 6a",0.00629278,3.4855e-05,477.662,2.64572,75906.3,5-HT1d
COAa2,200,"Cortical amygdalar area, anterior part, layer 2",0.0505764,0.000379747,28519.0,214.131,563878.0,5-HT1d
TEa,541,Temporal association areas,0.128905,0.000956489,104424.0,774.84,810088.0,5-HT1d
ACVII,576,Accessory facial motor nucleus,0.00271142,2.1156e-05,189.258,1.47669,69800.3,5-HT1d
VISpm6b,469,"posteromedial visual area, layer 6b",0.00865594,6.14677e-05,283.419,2.01262,32742.7,5-HT1d
BSTdm,505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",0.00397463,2.22007e-05,259.756,1.4509,65353.6,5-HT1d
DG-po,10704,"Dentate gyrus, polymorph layer",0.0246369,0.000167868,29971.9,204.218,1216540.0,5-HT1d
MEApd-b,480,"Medial amygdalar nucleus, posterodorsal part, sublayer b",0.0136131,0.000105092,1677.92,12.9534,123258.0,5-HT1d
ORBl,723,"Orbital area, lateral part",0.245585,0.00130168,897512.0,4757.12,3654600.0,5-HT1d
BMAp,334,"Basomedial amygdalar nucleus, posterior part",0.195969,0.00149931,186538.0,1427.15,951874.0,5-HT1d
PB,867,Parabrachial nucleus,0.00810641,5.95176e-05,17265.1,126.761,2129810.0,5-HT1d
AVPV,272,Anteroventral periventricular nucleus,0.0615644,0.000479362,10110.6,78.7246,164228.0,5-HT1d
BS,343,Brain stem,0.0454246,0.000311084,12667900.0,86754.3,278877000.0,5-HT1d
PRE2,10700,"Presubiculum, layer 2",0.0737004,0.000526855,68784.8,491.715,933303.0,5-HT1d
V3,129,third ventricle,0.0,0.0,0.0,0.0,34730.4,5-HT1d
CEAl,551,"Central amygdalar nucleus, lateral part",0.271656,0.00138823,55802.8,285.167,205417.0,5-HT1d
NLOT1,260,"Nucleus of the lateral olfactory tract, molecular layer",0.0433374,0.000313133,13632.5,98.5014,314567.0,5-HT1d
PS,1109,Parastrial nucleus,0.000689519,3.84819e-06,37.6807,0.210295,54647.8,5-HT1d
NDB,596,Diagonal band nucleus,0.0538131,0.000331327,135412.0,833.73,2516330.0,5-HT1d
MPNc,740,"Medial preoptic nucleus, central part",0.00015577,1.2363e-06,1.3429,0.0106582,8621.07,5-HT1d
MEA,403,Medial amygdalar nucleus,0.0103696,7.32123e-05,26787.6,189.129,2583290.0,5-HT1d
COApl2,224,"Cortical amygdalar area, posterior part, lateral zone, layer 2",0.059797,0.000457128,27951.6,213.681,467442.0,5-HT1d
PTLp6b,340,"Posterior parietal association areas, layer 6b",0.0079927,6.00448e-05,3724.35,27.979,465969.0,5-HT1d
AUDp,1002,Primary auditory area,0.000687822,4.22366e-06,23.9053,0.146793,34755.0,5-HT1d
AIp6a,314,"Agranular insular area, posterior part, layer 6a",0.0283905,0.000210207,5741.54,42.5111,202235.0,5-HT1d
BLA,295,Basolateral amygdalar nucleus,0.0211164,0.000155944,28426.9,209.932,1346200.0,5-HT1d
PRNr,146,Pontine reticular nucleus,0.0564962,0.000420517,317826.0,2365.67,5625610.0,5-HT1d
RPA,230,Nucleus raphe pallidus,0.664828,0.00377936,285165.0,1621.08,428930.0,5-HT1d
ENTm1,526,"Entorhinal area, medial part, dorsal zone, layer 1",0.255644,0.00188024,213015.0,1566.7,833248.0,5-HT1d
MGv,1079,"Medial geniculate complex, ventral part",0.170015,0.0010997,134477.0,869.828,790970.0,5-HT1d
SUMl,1110,"Supramammillary nucleus, lateral part",0.00336242,2.23886e-05,779.224,5.18846,231745.0,5-HT1d
LRNp,963,"Lateral reticular nucleus, parvicellular part",0.0197296,0.000130387,1868.66,12.3494,94713.3,5-HT1d
OT3,473,"Olfactory tubercle, polymorph layer",0.213775,0.0014996,377861.0,2650.64,1767560.0,5-HT1d
BSTp,367,"Bed nuclei of the stria terminalis, posterior division",0.0128753,7.26208e-05,13103.7,73.9094,1017740.0,5-HT1d
RSPagl6b,279,"Retrosplenial area, lateral agranular part, layer 6b",0.00114478,6.1613e-06,39.9564,0.215049,34903.1,5-HT1d
SF,310,Septofimbrial nucleus,0.00432444,2.82704e-05,4759.61,31.1153,1100630.0,5-HT1d
VISal5,233,"Anterolateral visual area, layer 5",0.0320614,0.000183692,25142.1,144.049,784185.0,5-HT1d
TTd4,1059,"Taenia tecta, dorsal part, layer 4",0.00415247,2.6236e-05,666.969,4.21402,160620.0,5-HT1d
ENTm5,727,"Entorhinal area, medial part, dorsal zone, layer 5",0.100068,0.000750116,6035.34,45.2415,60312.6,5-HT1d
VISam4,401,"Anteromedial visual area, layer 4",0.0137369,9.05099e-05,5117.85,33.7206,372563.0,5-HT1d
MDRN,395,Medullary reticular nucleus,0.0282848,0.000205879,88237.9,642.265,3119620.0,5-HT1d
LPO,226,Lateral preoptic area,0.0252756,0.000176089,45465.8,316.75,1798800.0,5-HT1d
SSp-tr6b,461,"Primary somatosensory area, trunk, layer 6b",0.0140624,9.31733e-05,6193.09,41.0336,440401.0,5-HT1d
MPNl,748,"Medial preoptic nucleus, lateral part",0.002859,2.28397e-05,246.587,1.96992,86249.7,5-HT1d
CM,599,Central medial nucleus of the thalamus,0.00178333,1.26461e-05,1313.96,9.31762,736800.0,5-HT1d
BMA,319,Basomedial amygdalar nucleus,0.157188,0.00120361,223392.0,1710.55,1421180.0,5-HT1d
CA2sr,454,"Field CA2, stratum radiatum",0.0354997,0.000254084,10677.7,76.4241,300783.0,5-HT1d
MOs6b,1085,"Secondary motor area, layer 6b",0.00053812,3.99306e-06,166.934,1.23872,310217.0,5-HT1d
SPIV,225,Spinal vestibular nucleus,0.212077,0.00154919,295719.0,2160.17,1394390.0,5-HT1d
AId2/3,328,"Agranular insular area, dorsal part, layer 2/3",0.0862015,0.000625081,143298.0,1039.11,1662360.0,5-HT1d
AOBgr,196,"Accessory olfactory bulb, granular layer",0.165311,0.00114544,79193.5,548.73,479057.0,5-HT1d
SSp-ul6a,945,"Primary somatosensory area, upper limb, layer 6a",0.0118442,8.85324e-05,23493.9,175.611,1983580.0,5-HT1d
ECT6a,977,Ectorhinal area/Layer 6a,0.181312,0.00139113,33605.4,257.84,185346.0,5-HT1d
TEa2/3,1127,"Temporal association areas, layer 2/3",0.148503,0.00107699,20302.4,147.24,136714.0,5-HT1d
PVHlp,455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",0.25987,0.00143307,1986.92,10.957,7645.84,5-HT1d
LRNm,955,"Lateral reticular nucleus, magnocellular part",0.0261063,0.000182165,33397.2,233.04,1279280.0,5-HT1d
SCH,286,Suprachiasmatic nucleus,3.95802e-05,2.69131e-07,17.6276,0.119861,445364.0,5-HT1d
ORBvl1,969,"Orbital area, ventrolateral part, layer 1",1.18615,0.00659915,679682.0,3781.43,573018.0,5-HT1d
AON,159,Anterior olfactory nucleus,0.425644,0.00255332,3887770.0,23321.7,9133870.0,5-HT1d
CNspg,560,"Cochlear nucleus, subpedunclular granular region",0.0145514,9.94866e-05,419.88,2.87068,28854.9,5-HT1d
FOTU,944,Folium-tuber vermis (VII),0.134113,0.000954023,204389.0,1453.94,1524010.0,5-HT1d
SSp-ll,337,"Primary somatosensory area, lower limb",0.00622514,4.24314e-05,41454.3,282.558,6659180.0,5-HT1d
SSs6b,893,"Supplemental somatosensory area, layer 6b",0.0856494,0.000570857,45091.0,300.533,526460.0,5-HT1d
BSTrh,562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",0.000113645,6.53065e-07,7.934,0.0455931,69814.0,5-HT1d
PMd,980,Dorsal premammillary nucleus,0.00510985,3.15869e-05,709.851,4.38799,138918.0,5-HT1d
CBX,528,Cerebellar cortex,0.368048,0.00229624,31121900.0,194169.0,84559200.0,5-HT1d
TT,589,Taenia tecta,0.121508,0.000695565,425343.0,2434.85,3500540.0,5-HT1d
VISam1,281,"Anteromedial visual area, layer 1",0.0104492,7.11471e-05,3755.58,25.5713,359414.0,5-HT1d
MSC,904,Medial septal complex,0.0292213,0.000179869,137777.0,848.077,4714960.0,5-HT1d
PALv,835,"Pallidum, ventral region",0.065821,0.000443316,422479.0,2845.47,6418610.0,5-HT1d
SCop,851,"Superior colliculus, optic layer",0.121162,0.000824159,132607.0,902.005,1094460.0,5-HT1d
DEC,936,Declive (VI),0.135073,0.000856105,1063080.0,6737.9,7870420.0,5-HT1d
y,781,Nucleus y,0.0923329,0.000714299,5576.14,43.1377,60391.7,5-HT1d
FOTUmo,10728,"Folium-tuber vermis (VII), molecular layer",0.116289,0.000827968,88264.7,628.437,759012.0,5-HT1d
CEAm,559,"Central amygdalar nucleus, medial part",0.163196,0.000777104,158293.0,753.759,969959.0,5-HT1d
RSPd6a,274,"Retrosplenial area, dorsal part, layer 6a",0.0168562,0.000104286,15610.2,96.5777,926083.0,5-HT1d
COApl,655,"Cortical amygdalar area, posterior part, lateral zone",0.0458239,0.000349907,66690.5,509.243,1455370.0,5-HT1d
SS,453,Somatosensory areas,0.0891664,0.000551432,4155800.0,25700.7,46607300.0,5-HT1d
MARN,307,Magnocellular reticular nucleus,0.0106084,7.5789e-05,19335.1,138.135,1822620.0,5-HT1d
